도서관명,주소,전화번호,팩스번호,위도,경도,홈페이지,휴관일,도서관코드,운영시간,도서수
순천시립삼산도서관,전라남도 순천시 중앙로 232,061-749-6691,061-749-4722,34.9666906,127.4865762,https://library.sc.go.kr/,매월 첫째주 월요일 / 일요일을 제외한 공휴일(다만 일요일과 공휴일이 겹치는 날은 공휴일로 본다),146120,0.333333333333333,192243
순천시립신대도서관,전라남도 순천시 해룡면 매안로 162,061-749-4374,-,34.935271,127.563376,https://library.sc.go.kr/,매월 첫째주 월요일 / 일요일을 제외한 공휴일(다만 일요일과 공휴일이 겹치는 날은 공휴일로 본다),146175,-,34609
순천시립연향도서관,전라남도 순천시 연향번영길 54,061-749-8555,061-749-4716,34.9471023,127.5185748,https://library.sc.go.kr/,매월 첫째주 월요일 / 일요일을 제외한 공휴일(다만 일요일과 공휴일이 겹치는 날은 공휴일로 본다),146034,08:00~22;00,310937
순천시립조례호수도서관,전라남도 순천시 조례2길 31,061-749-8891,061-749-4719,34.9640551,127.5245258,https://library.sc.go.kr/,매월 첫째주 월요일 / 일요일을 제외한 공휴일(다만 일요일과 공휴일이 겹치는 날은 공휴일로 본다),146068,08:00~22:00,145948
시온고등학교 열린작은도서관,경기도 부천시 은성로 172-20,032-340-0194,-,37.4715246,126.805999,http://bcsl.go.kr/,"매월 짝수주 토요일, 일요일 / 법정공휴일",641015,-,17423
시호미래작은도서관,경상남도 김해시 한림면 한림로 641-22,055-346-7274,-,35.338277,128.785936,http://lib.gimhae.go.kr/03city/07_05_01.asp,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일",148057,-,8837
신광면 비학산작은도서관,경상북도 포항시 북구 신광면 토성길25번길 10-5,054-241-0302,-,36.1298718,129.261625,http://phlib.pohang.go.kr/,"매주 월요일, 일요일 / 법정공휴일",147070,-,8011
신길샛별도서관,경기도 안산시 단원구 새뿔길 67,031-492-2707,-,37.3377496,126.7775478,https://lib.iansan.net/,매주 월요일 / 국경일(법정공휴일),141191,-,17012
신나는가족작은도서관,경기도 부천시 수도로 44,032-682-5800,-,37.51333,126.77127,http://bcsl.go.kr/,매주 일요일 / 법정공휴일,141211,-,21997
신복도서관,울산광역시 남구 신복로72번길 18-13,052-226-2365,-,35.5513724,129.2553236,http://book.ulsannamgu.go.kr/,"매주 월요일 / 법정공휴일, 기타 도서관 관장이 공고한 날",131072,"어린이자료실 09:00~18:00, 종합자료실 09:00~20:00, 열람실 09:00~22:00",47432
신사동작은도서관,서울특별시 강남구 압구정로 128,02-3423-7334,-,37.5240101,127.022781,http://sinsalib.gangnam.go.kr/,"매주 토요일, 일요일 / 법정공휴일",11134711,-,6418
신사어린이도서관,서울특별시 은평구 은평로 38,02-376-4141,02-3151-0042,37.2483772,127.1090488,http://sscc.or.kr/,"매주 일요일 / 법정공휴일, 기타 도서관 사정에 의한 임시 휴관일",111137,-,12679
신서작은도서관,경기도 연천군 신서면 연신로 1130,031-834-4406,-,38.1828197,127.1070521,http://library.yeoncheon.go.kr/,"매주 월요일, 일요일 / 공휴일",741168,-,3854
신암2동 작은도서관,대구광역시 동구 신성로 56,053-662-3633,-,35.87994,128.61265,http://www.donggu-lib.kr/,"매주 토요일, 일요일 / 관공서 공휴일",727061,-,10221
신암3동 작은도서관,대구광역시 동구 아양로8길 10-1,070-7755-5631,-,35.881058,128.618882,http://www.donggu-lib.kr/,"매주 토요일, 일요일 / 관공서 공휴일",727062,-,3448
신중동역 칙칙폭폭도서관,경기도 부천시 길주로 314,032-625-4787,-,37.503052,126.77596,http://bcsl.go.kr/,"매주 토요일, 일요일 / 법정공휴일",741298,-,5174
신천3동 작은도서관,대구광역시 동구 장등로 90-1,053-662-3734,-,35.8755145,128.623516,http://www.donggu-lib.kr/,"매주 토요일, 일요일 / 관공서 공휴일",127029,-,5942
신천4동 작은도서관,대구광역시 동구 화랑로3길 10-13,070-4203-6859,-,35.87362,128.622,http://www.donggu-lib.kr/,"매주 토요일, 일요일 / 관공서 공휴일",727063,-,2466
신탄진평생학습도서관,대전광역시 대덕구 신탄진동로 64,042-608-5511,042-608-3861,36.4464999,127.4371944,https://lib.daedeok.go.kr/,매주 금요일 / 일요일을 제외한 법정공휴일,125011,07:00~22:00,163486
쌍문1동 공립 작은도서관,서울 도봉구 노해로 147,02-2091-5900,-,37.6479992,127.0260364,http://www.unilib.dobong.kr/,"매주 토요일, 일요일 / 법정공휴일",711316,-,14339
쌍문2동 공립 작은도서관,서울 도봉구 방학로3길 117,02-2091-5901,-,37.6580211,127.0387508,http://www.unilib.dobong.kr/,"매주 토요일, 일요일 / 법정공휴일",111282,-,17413
쌍문3동 공립 작은도서관,서울 도봉구 노해로44길 9,02-2091-5902,-,37.6489437,127.0279086,http://www.unilib.dobong.kr/,"매주 토요일, 일요일 / 법정공휴일",111274,-,20014
쌍문4동 공립 작은도서관,서울 도봉구 시루봉로 62-7,02-2091-5903,-,37.6564188,127.0283688,http://www.unilib.dobong.kr/,"매주 토요일, 일요일 / 법정공휴일",711317,-,12675
아름드리도서관,경기도 부천시 삼작로 52,032-323-3160,-,37.51968,126.76656,http://bcsl.go.kr/,매주 일요일 / 법정공휴일,741004,-,20484
아름드리작은도서관,"울산광역시 북구 신기3길 19-6, 관리동 2층",-,-,35.6453706,129.3544357,-,-,131031,-,7420
아름드리작은도서관,서울특별시 마포구 방울내로7길 11,02-322-8639,-,37.5602711,126.9023008,https://mplib.mapo.go.kr/libsmall/,매주 일요일 / 법정공휴일,111171,-,18710
아리랑어린이도서관,서울 성북구 아리랑로 75,02-3291-4992,-,37.5991068,127.0137948,https://www.sblib.seoul.kr/arclib/,"매월 둘째주, 넷째주 월요일 / 일요일을 제외한 법정 공휴일, 도서관 사정에 의한 임시휴관일에는 부득이하게 모든 열람실의 문을 닫으며, 긔 외의 날은 개관합니다, 기타 관장이 필요하다고 인정하는 경우",111468,09:00~18:00,9194
아리랑정보도서관,서울특별시 성북구 아리랑로 82,02-3291-4990,02-3291-4993,37.5998987,127.013975,https://www.sblib.seoul.kr/,"매월 둘째주, 넷째주 월요일 / 일요일을 제외한 법정공휴일, 관장이 필요하다고 인정하는 날",111048,09:00~22:00,188098
안동 강남어린이도서관,경상북도 안동시 강남5길 113-14,054-840-3901,054-841-3912,36.548773,128.729933,http://lib.andong.go.kr/,매주 화요일 / 법정공휴일,147163,08:00 ~ 22:00(동절기 21:00),43870
안동시립도서관,경상북도 안동시 태사길 78,054-858-5041,054-840-3859,36.5661267,128.7351927,http://lib.andong.go.kr/,매주 화요일 / 법정공휴일,147030,-,152577
안산미디어라이브러리,경기도 안산시 단원구 광덕1로 198,031-481-3961,031-481-8550,37.307187,126.8312518,https://lib.iansan.net/,매주 금요일 / 국경일(법정공휴일),141567,"제1영어자료실, 미디어자료실 평일 및 주말 09:00~18:00 제2영어자료실 평일 09:00~22:00 주말 09:00~18:00",33547
안산시 감골도서관,경기도 안산시 상록구 감골공원안길 16-1,031-481-2665,031-481-3632,37.2926167,126.8544536,https://lib.iansan.net/,"매주 금요일 / 국경일, 정부에서 지정하는 공휴일, 관장이 지정하는 임시휴관일",141051,"07:00~23:00(하절기), 08:00~23:00(동절기)",268993
안산시 관산도서관,경기도 안산시 단원구 관산길 29,031-481-2751,031-481-3633,37.3321319,126.7995588,https://lib.iansan.net/,"매주 금요일 / 국경일, 정부에서 지정하는 공휴일, 관장이 지정하는 임시휴관일",141032,하절기)07시~23시 동절기 08시~23시,296537
안산시 단원어린이도서관,경기도 안산시 단원구 화정로 30,031-481-2678,031-481-3644,37.3311927,126.8161013,https://lib.iansan.net/,매주 월요일 / 국경일(법정공휴일),141133,09:00~18:00,157079
안산시 대부도서관,경기도 안산시 단원구 대남로 30,031-481-3955,032-889-5372,37.2405386,126.5829946,https://lib.iansan.net/,"매주 월요일 / 국경일, 정부에서 지정하는 공휴일, 관장이 지정하는 임시휴관일",141563,07:00(열람실)/ 09:00(자료실),37803
안산시 본오도서관,경기도 안산시 상록구 각골로 49,031-481-3698,031-406-0548,37.2939804,126.8723016,https://lib.iansan.net/,"매주 월요일 / 국경일, 정부에서 지정하는 공휴일, 관장이 지정하는 임시휴관일",141482,"자료실 - 09:00~18:00 / 열람실 ？ 07:00~22:00(하절기), 08:00~22:00(동절기)",25711
안산시 부곡도서관,경기도 안산시 상록구 성호로 333,031-481-3602,031-408-0506,37.3326644,126.8608588,https://lib.iansan.net/,"매주 금요일 / 국경일, 정부에서 지정하는 공휴일, 관장이 지정하는 임시휴관일",141252,자료실: 09:00~18:00/ 열람실: 09:00 ~ 22:00,26773
안산시 상록어린이도서관,경기도 안산시 상록구 구룡체육관로 45,031-481-2671,031-481-3643,37.3073887,126.8633133,https://lib.iansan.net/,매주 금요일 / 국경일(법정공휴일),141134,09:00-18:00(7월~8월 09:00-19:00/하절기 1시간연장),144653
안산시 선부도서관,경기도 안산시 단원구 선부로 100,031-481-3888,031-487-7525,37.3411073,126.8061847,https://lib.iansan.net/,"매주 월요일 / 국경일, 정부에서 지정하는 공휴일, 관장이 지정하는 임시휴관일",141554,-,49718
안산시 성포도서관,경기도 안산시 상록구 충장로 528,031-481-2755,031-481-3631,37.3251788,126.8503406,https://lib.iansan.net/,"매주 월요일 / 국경일, 정부에서 지정하는 공휴일, 관장이 지정하는 임시휴관일",141050,-,237756
안산시 수암도서관,경기도 안산시 상록구 원당골1길 23-3,031-481-3967,-,37.36182,126.87322,https://lib.iansan.net/,매주 일요일 / 국경일(법정공휴일),141481,-,41033
안산시 원고잔도서관,경기도 안산시 단원구 원고잔공원로 33,031-481-3877,031-402-3583,37.3245985,126.8247479,https://lib.iansan.net/,"매주 금요일 / 국경일, 정부에서 지정하는 공휴일, 관장이 지정하는 임시휴관일",141508,07:00 하절기(08:00 동절기),37441
안산시 일동도서관,경기도 안산시 상록구 구룡로 71,031-481-3712,031-481-3240,37.3154155,126.8717236,https://lib.iansan.net/,"매주 월요일 / 국경일, 정부에서 지정하는 공휴일, 관장이 지정하는 임시휴관일",141327,09:00~18:00  (2층열람실 07:00~23:00),34467
안산시평생학습관작은도서관,경기도 안산시 상록구 차돌배기로 24-1,070-4492-0796,-,37.29905,126.84641,https://lib.iansan.net/,"매주 월요일, 일요일 / 국경일(법정공휴일)",141406,-,10521
안산중앙도서관,경기도 안산시 단원구 안산천남로 14,031-481-2702,031-481-3622,37.3044036,126.8212469,https://lib.iansan.net/,"매주 월요일 / 국경일, 정부에서 지정하는 공휴일, 관장이 지정하는 임시휴관일",141099,07시~24시(동절기 08시~24시),337924
안산평생학습도서관,대전광역시 대덕구 계족로663번길 25,042-608-5512,042-608-3862,36.368296,127.4271497,https://lib.daedeok.go.kr/,매주 월요일 / 일요일을 제외한 법정공휴일,125005,-,158460
안성부영작은도서관,"경기도 안성시 공도읍 만수로 31, 부영아파트 관리사무소 2층",031-618-0089,-,37.0081396,127.183659,http://www.apl.go.kr/,매주 일요일 / 법정공휴일,141291,-,14109
안성삼죽작은도서관,경기도 안성시 삼죽면 삼죽로 112,031-671-7940,-,37.0725486,127.374635,http://www.apl.go.kr/,매주 일요일 / 법정공휴일,141296,-,17929
안성송정작은도서관,"경기도 안성시 공도읍 양기길 46, 송정아파트 관리사무소 2층",031-618-0064,-,37.00451,127.20054,http://www.apl.go.kr/,매주 일요일 / 법정공휴일,141292,-,16703
안성시립공도도서관,경기도 안성시 공도읍 공도5로 26,031-678-3210,031-678-3229,37.0033824,127.172642,http://www.apl.go.kr/,"매주 금요일 / 일요일을 제외한 법정공휴일(단, 일요일과 공휴일이 겹칠시에는 휴관)",141290,"어린이자료실 09:00~18:00, 종합자료실 09:00~22:00, 열람실 08:00~24:00",111556
안성시립보개도서관,경기도 안성시 보개면 종합운동장로 205,031-678-5330,031-678-5339,37.0150259,127.322491,http://www.apl.go.kr/,"매주 금요일 / 일요일을 제외한 법정공휴일(단, 일요일과 공휴일이 겹칠시에는 휴관)",141289,자료실 09:00~18:00 (수요일 09:00~22:00) / 열람실 09:00~22:00,66081
안성시립일죽도서관,경기도 안성시 일죽면 주래본죽로 6,031-678-3230,031-678-6856,37.0942077,127.475151,http://www.apl.go.kr/,매주 일요일 / 법정공휴일,141294,-,26963
안성시립중앙도서관,경기도 안성시 안성맞춤대로 1150,031-676-7941,031-678-5309,37.0152864,127.2686,http://www.apl.go.kr/,"매주 월요일 / 일요일을 제외한 법정공휴일(단, 일요일과 공휴일이 겹칠시에는 휴관)",141168,08:00~24:00,391612
안성시립진사도서관,경기도 안성시 공도읍 진사2길 70,031-678-4090,031-678-5847,36.9941373,127.144458,http://www.apl.go.kr/,"매주 월요일 / 일요일을 제외한 법정공휴일(단, 일요일과 공휴일이 겹칠시에는 휴관)",141547,"종합자료실, 열람실 9:00 ~ 22:00, 어린이자료실 09:00 ~ 18:00",49563
안성죽산작은도서관,경기도 안성시 죽산면 중부길 41,031-677-7941,-,37.0770255,127.423944,http://www.apl.go.kr/,매주 일요일 / 법정공휴일,141295,-,22771
안성태산작은도서관,"경기도 안성시 공도읍 벚꽃길 36, 태산아파트 관리사무소 3층",031-618-0084,-,37.0009401,127.153541,http://www.apl.go.kr/,매주 일요일 / 법정공휴일,141213,-,14691
안성풍림작은도서관,"경기도 안성시 공도읍 서동대로 4081, 주은풍림아파트 상가동",031-618-0062,-,36.9989,127.159,http://www.apl.go.kr/,매주 일요일 / 법정공휴일,141293,-,22051
안양시립관양도서관,경기도 안양시 동안구 동편로 124,031-8045-6321,031-8045-6536,37.4110138,126.9703115,http://lib.anyang.go.kr/,매주 금요일 / 일요일을 제외한 법정공휴일 기타 관장이 필요하다고 인정하는 경우,141571,열람실 07:00~23:00  자료실 09:00~18시(제1종합자료실 22시까지),61978
안양시립만안도서관,경기도 안양시 만안구 냉천로 51,031-8045-6160,031-8045-6159,37.3861604,126.9261235,http://lib.anyang.go.kr/,매주 금요일 / 일요일을 제외한 법정공휴일 기타 관장이 필요하다고 인정하는 경우,141027,"열람실 07~23시, 자료실 09~18시(관외대출실 09~22시)",424938
안양시립박달도서관,경기도 안양시 만안구 박달로 459,031-8045-6183,031-8045-6179,37.4023867,126.9035499,http://lib.anyang.go.kr/,매주 금요일 / 일요일을 제외한 법정공휴일 기타 관장이 필요하다고 인정하는 경우,141095,0.375,124489
안양시립벌말도서관,경기도 안양시 동안구 흥안대로434번길 19-27,031-8045-6301,031-8045-6536,37.3938077,126.9764148,http://lib.anyang.go.kr/,매주 금요일 / 일요일을 제외한 법정공휴일 기타 관장이 필요하다고 인정하는 경우,141538,"09:00 ~ 20:00(월~목), 09:00~17:00(토,일)",49739
안양시립비산도서관,경기도 안양시 동안구 관악대로 123,031-8045-6243,031-8045-6239,37.3990721,126.9376412,http://lib.anyang.go.kr/,"매주 월요일 / 일요일을 제외한 법정공휴일, 기타 관장이 필요하다고 인정하는 경우",141263,자료실  09:00~18:00 (종합자료실은 22시까지) / 열람실 07:00~23:00,97417
안양시립삼덕도서관,경기도 안양시 만안구 병목안로 58,031-8045-6350,031-8045-6371,37.396052,126.9151635,http://lib.anyang.go.kr/,"매주 월요일 / 일요일을 제외한 법정공휴일, 기타 관장이 필요하다고 인정하는 경우",141573,열람실 07시~23시/자료실 09시~18시(종합자료실 22시),47139
안양시립석수도서관,경기도 안양시 만안구 양화로217번길 34,031-8045-6104,031-8045-6119,37.4115139,126.9031152,http://lib.anyang.go.kr/,"매주 월요일 / 일요일을 제외한 법정공휴일, 기타 관장이 필요하다고 인정하는 경우",141077,열람실 07시~23시/자료실 09시~18시(관외대출실 22시),480565
안양시립어린이도서관,경기도 안양시 동안구 동안로 66,031-8045-6281,031-8045-6279,37.3849431,126.9545823,http://lib.anyang.go.kr/,"매주 월요일 / 국가지정 공휴일(단, 5월 5일 어린이날 개방)",141132,10:00~19:00,147320
안양시립평촌도서관,경기도 안양시 동안구 관평로 213,031-8045-6201,031-8045-6209,37.395758,126.9576926,http://lib.anyang.go.kr/,매주 금요일 / 일요일을 제외한 법정공휴일 기타 관장이 필요하다고 인정하는 경우,141036,열람실 07:00~24:00  자료실 09:00~18시(종합자료실 22시까지),410696
안양시립호계도서관,경기도 안양시 동안구 경수대로685번길 26,031-8045-6261,031-8045-6264,37.3830706,126.9505071,http://lib.anyang.go.kr/,"매주 월요일 / 국가지정 공휴일(단, 5월 5일 어린이날 개방)",141047,열람실 07:00~23:00  자료실 09:00~18:00 (종합자료실 22:00까지),259169
압구정동문고,서울특별시 강남구 압구정로33길 48,02-3423-7634,-,37.530642,127.030713,http://agjlib.gangnam.go.kr/,"매주 토요일, 일요일 / 법정공휴일",111227,-,8253
양구교육도서관,강원도 양구군 양구읍 우정로119번길 30,033-482-0284,033-482-0804,38.101864,127.9874258,http://lib.gwe.go.kr/yglib/,매주 월요일 / 국경일,142011,08:00~11:00,150152
양산시립도서관,경상남도 양산시 물금읍 청룡로 11,055-392-5900,055-392-5919,35.3252568,128.996509,http://lib.yangsan.go.kr/,매주 월요일(열람실은 매일 개관하나 매월 마지막주 월요일 전체 휴관) / 법정공휴일,148122,09:00~22:00,144256
양산영어도서관,경상남도 양산시 대평들1길 9-10,055-392-5940,055-392-5959,35.4144861,129.164018,http://englib.yangsan.go.kr/,매주 월요일 / 법정공휴일,148301,09:00~18:00,33132
양산웅상도서관,경상남도 양산시 웅상대로 1009-2,055-392-5950,055-392-5959,35.3894429,129.15527,http://uslib.yangsan.go.kr/,매주 월요일(열람실은 매일 개관하나 매월 마지막주 월요일 전체 휴관) / 법정공휴일,148041,09:00~22:00,194598
양양교육도서관,강원도 양양군 양양읍 남문로 50,033-672-2679,033-672-2689,38.0758946,128.618285,http://lib.gwe.go.kr/yanglib/,"매주 월요일 / 국경일, 기타 관장이 필요하다고 인정하는 날",142012,08:00-11:00,114868
양재1동 작은도서관,서울특별시 서초구 바우뫼로 41,02-2155-7895,-,37.4716481,127.026721,http://public.seocholib.or.kr/,"매주 토요일, 일요일 / 법정공휴일",111246,-,13859
양재2동 작은도서관,서울특별시 서초구 강남대로12길 44,02-2155-7906,-,37.4762901,127.043128,http://public.seocholib.or.kr/,"매주 토요일, 일요일 / 법정공휴일",111244,-,14206
양정작은도서관(달팽이),울산광역시 북구 염포로 521-1,052-288-3709,-,35.5448314,129.3848384,https://usbl.bukgu.ulsan.kr/,매주 일요일 / 법정공휴일,131057,-,13800
양주시립고읍도서관,경기도 양주시 고읍남로 207,031-8082-7440,031-8082-7409,37.7925771,127.0843348,http://www.libyj.go.kr/guLibMain.do,매주 금요일(열람실은 국경일만 휴관) / 국경일,141323,자료실09:00-22:00/열람실09:00-23:00,69999
양주시립광적도서관,경기도 양주시 광적면 광적로42번길 5,031-8082-7480,031-8082-7409,37.8213656,126.986781,http://www.libyj.go.kr/gjLibMain.do,매주 월요일 / 국경일,141581,-,34390
양주시립꿈나무도서관,경기도 양주시 백석읍 꿈나무로 199,031-8082-7401,031-8082-7409,37.7923901,126.9871678,http://www.libyj.go.kr/childLibMain.do,매주 금요일 / 국경일,141098,09:00~22:00,240527
양주시립남면도서관,경기도 양주시 남면 개나리17길 24,031-8082-7430,031-8082-7409,37.8980773,126.9758804,http://www.libyj.go.kr/nmLibMain.do,매주 월요일(열람실은 국경일만 휴관) / 국경일,141154,09:00-18:00(자료실) 09:00-23:00(열람실),62309
양주시립덕계도서관,경기도 양주시 평화로1475번길 39,031-8082-7450,031-8082-7409,37.8224492,127.0478443,http://www.libyj.go.kr/dkLibMain.do,매주 금요일 / 국경일,141545,9:00~22:00(유아/어린이자료실 9:00~18:00),66593
양주시립덕정도서관,경기도 양주시 화합로1371번길 11,031-8082-7420,031-8082-7409,37.842918,127.0631264,http://www.libyj.go.kr/djLibMain.do,매주 월요일(열람실은 국경일만 휴관) / 국경일,141037,일반자료실 09:00~22:00/어린이자료실09:00~18:00/열람실09:00~24:00,170016
양주희망도서관,경기도 양주시 삼숭로38번길 78-47,031-8082-7460,031-8082-7409,37.7979256,127.103811,http://www.libyj.go.kr/hmLibMain.do,매주 월요일(열람실은 국경일만 휴관) / 국경일,141558,자료실 09:00~22:00(아동자료실은 18시까지 운영)/열람실 09:00~23:00,71370
양지해밀도서관,경기도 용인시 처인구 양지면 교동로18번길 8,031-324-4625,-,37.2374844,127.2858167,http://lib.yongin.go.kr/haemil/,"매주 월요일(자료실), 매주 일요일(공부방) / 명절(신정, 설연휴, 추석연휴), 법정공휴일, 도서관의 특별한 사정으로 인한 휴관",141217,화~금 9:00~18:00 / 토~일 9:00~17:00,51658
양천도서관,서울특별시 양천구 목동서로 113,02-2062-3900,02-2062-3949,37.5336544,126.875957,http://yclib.sen.go.kr/,"매월 첫째주, 셋째주 목요일 / 일요일을 제외한 법정공휴일, 도서관 사정으로 임시로 정하는 휴일",111015,"하절기 07:00~23:00, 동절기 08:00~23:00",344460
양학동 부학작은도서관,경상북도 포항시 북구 양학로 17,054-240-7766,-,36.02547,129.35056,http://phlib.pohang.go.kr/,"매주 월요일, 일요일 / 법정공휴일",147069,-,13641
여수시립돌산도서관,전라남도 여수시 돌산읍 강남해안로 129,061-659-4823,061-659-1928,34.7160081,127.7499315,http://yslib.yeosu.go.kr/,"매월 첫째주 목요일 / 일요일을 제외한 법정공휴일, 도서관 사정으로 인한 임시휴관일, 대청소일",146036,07시30분,111424
여수시립소라도서관,전라남도 여수시 소라면 덕양로 344,061-659-4833,061-659-1929,34.7886128,127.6334897,http://yslib.yeosu.go.kr/,"매월 첫째주 금요일 / 일요일을 제외한 법정공휴일, 도서관 사정으로 인한 임시휴관일, 대청소일",146038,07:30~22:00,96158
여수시립쌍봉도서관,전라남도 여수시 학동서4길 18-12,061-659-4770,061-659-5856,34.7630441,127.658722,http://yslib.yeosu.go.kr/,"매월 첫째주 목요일 / 일요일을 제외한 법정공휴일, 도서관 사정으로 인한 임시휴관일, 대청소일",146026,-,263048
여수시립율촌도서관,전라남도 여수시 율촌면 율촌로 100-11,061-659-4848,061-659-1930,34.8837459,127.5786328,http://yslib.yeosu.go.kr/,"매월 첫째주 금요일 / 일요일을 제외한 법정공휴일, 도서관 사정으로 인한 임시휴관일, 대청소일",146045,"평일 9:00~22:00, 토 7:30~22:00, 일 9:00~18:00",61579
여수시립현암도서관,전라남도 여수시 충민사길 43,061-659-4810,061-659-1931,34.7571412,127.7314764,http://yslib.yeosu.go.kr/,"매월 첫째주 금요일 / 일요일을 제외한 법정공휴일, 도서관 사정으로 인한 임시휴관일, 대청소일",146015,0.3125,275931
여수시립환경도서관,전라남도 여수시 문수로 53-32,061-659-4811,061-659-1927,34.7542288,127.7010727,http://yslib.yeosu.go.kr/,"매월 첫째주 목요일 / 일요일을 제외한 법정공휴일, 도서관 사정으로 인한 임시휴관일, 대청소일",146052,07:30~22:00,116592
역마루작은도서관,서울특별시 은평구 연서로 59,02-351-5329,-,37.292608,127.1458667,http://lib.eplib.or.kr/,"매주 토요일, 일요일 / 법정공휴일, 기타 도서관 사정에 의한 임시 휴관일",711307,-,5321
역삼2동작은도서관,서울특별시 강남구 도곡로43길 25,02-567-0930,-,37.4958791,127.046416,http://ys2lib.gangnam.go.kr/,매주 일요일 / 법정공휴일,711269,-,9477
연일읍 미르작은도서관,"경상북도 포항시 남구 연일읍 유강길10번길 49, 코아루1단지아파트",070-7704-7744,-,36.00766,129.32019,http://phlib.pohang.go.kr/,"매주 토요일, 일요일 / 법정공휴일",147100,-,11184
연일읍 해돋이작은도서관,경상북도 포항시 남구 연일읍 철강로 10,070-7700-1255,-,35.99188,129.34413,http://phlib.pohang.go.kr/,"매주 월요일, 일요일 / 법정공휴일",147140,-,6033
연천군중앙도서관,경기도 연천군 전곡읍 전은길 9-26,031-839-4411,031-839-4419,38.0323136,127.0708708,http://library.yeoncheon.go.kr/,관공서의 공휴일에 관한 규정이 정하는 공휴일,141013,09:00~23:00,131853
연천도서관,경기도 연천군 연천읍 차현로 76-7,031-839-4401,031-839-4409,38.0981063,127.0767593,http://library.yeoncheon.go.kr/,매주 월요일 / 관공서의 공휴일에 관한 규정이 정하는 공휴일,141117,09:00~23:00,82101
열린도서관,서울특별시 강남구 학동로 343,02-6004-3970,-,37.5174233,127.040663,http://yllib.gangnam.go.kr/,매주 일요일 / 법정공휴일,711265,-,23110
영도어린이영어도서관,부산광역시 영도구 절영로 71,051-419-5671,051-419-5679,35.0885443,129.039103,http://www.yeongdo.go.kr/library/01351/01981.web,"매주 월요일 / 법정공휴일, 관장이 필요하다고 인정하는 날",126015,화-토(09시~18시). 일(09시~17시),44217
영동도서관,충청북도 영동군 영동읍 학산영동로 1220,043-744-5754,043-744-5756,36.1713844,127.7722622,http://www.ydlib.go.kr/,"매월 첫째주, 셋째주 월요일 / 관공서의 공휴일에 관한 규정 제2조, 제3조에 해당하는 공휴일 및 대체공휴일, 기타 관장이 필요하다고 인정한 날",143004,am 8:00-pm 10:00,126444
영등포평생학습관,서울특별시 영등포구 버드나루로15길 10,02-6712-7500,02-2636-1680,37.526074,126.907352,http://ydpllc.sen.go.kr/,"매월 둘째주, 넷째주 월요일 / 법정공휴일, 휴관이 필요하다고 인정하는 날",111018,"자료실 : 평일 9~18시(문헌정보실은 22시), 주말 9~17시 / 학습실 : 11월~2월은 8시~23시(평일), 8시~22시(주말) 3월~10월은 7시~23시(평일), 7시~22시(주말)",351404
영월교육도서관,강원도 영월군 영월읍 영월로 1914-7,033-373-9315,033-373-3088,37.1802997,128.4588221,http://lib.gwe.go.kr/ywlib/,매주 월요일 / 일요일을 제외한 관공서의 공휴일,142013,"평일(09:00~19:00), 주말(09:00~18:00)",136508
영천시립도서관,경상북도 영천시 중앙동1길 80,054-339-7777,054-330-6049,35.9754243,128.932787,http://www.yclib.go.kr/,매주 화요일 / 법정공휴일,147034,오전7시~오후11시,140704
예산도서관,충청남도 예산군 예산읍 예중길 42,041-335-2638,041-334-5272,36.6785315,126.8329581,http://www.yesan-lib.or.kr/,"매주 월요일 / 국경일, 기타 관장이 필요하다고 인정하는 날",144012,08:00~21:00,136439
오산시 꿈두레도서관,경기도 오산시 세마역로 20,031-8036-6520,031-8036-8938,37.1817029,127.045268,http://www.osanlibrary.go.kr/kkumdure/main.do,"매월 셋째주 월요일 / 신정, 설 연휴, 추석 연휴, 설 추석 연휴와 이어지는 토요일, 일요일, 특별한 사유로 필요하다고 인정하는 날",141540,07:00 ~ 24:00,102796
오산시 양산도서관,경기도 오산시 양산로 410번길 34,031-8036-6143,031-8036-8982,37.1943263,127.032212,http://www.osanlibrary.go.kr/yangsan/main.do,"매월 첫째주 월요일 / 신정, 설 연휴, 추석 연휴, 설 추석 연휴와 이어지는 토요일, 일요일. 특별한 사유로 필요하다고 인정하는 날",141174,07:00~24:00,63143
오산시 중앙도서관,경기도 오산시 운암로 85,031-8036-6140,031-8036-8929,37.15388,127.076939,http://www.osanlibrary.go.kr/jungang/main.do,"매월 첫째주 월요일 / 신정, 설 연휴, 추석 연휴, 설 추석 연휴와 이어지는 토요일, 일요일, 특별한 사유로 필요하다고 인정하는 날",141158,-,291348
오산시 청학도서관,경기도 오산시 청학로 65,031-8036-6490,031-8036-8983,37.1550825,127.063967,http://www.osanlibrary.go.kr/cheonghak/main.do,"매월 셋째주 월요일 / 신정, 설 연휴, 추석 연휴, 설 추석 연휴와 이어지는 토요일, 일요일, 특별한 사유로 필요하다고 인정하는 날",141014,07:00~24:00,125154
오산시 초평도서관,경기도 오산시 발안로 1353-11,031-8036-6142,031-8036-8984,37.1427084,127.046599,http://www.osanlibrary.go.kr/chopyeong/main.do,"매월 셋째주 월요일 / 신정, 설 연휴, 추석 연휴, 설 추석 연휴와 이어지는 토요일, 일요일, 특별한 사유로 필요하다고 인정하는 날",141264,-,46135
